trip_id,driver_id,user_id,pickup_location_id,dropoff_location_id,pickup_time,dropoff_time,distance_km,duration_minutes,base_fare,surge_multiplier,trip_status,payment_method,payment_status
TRP-000617,DRV-00006,USR-001449,LOC-029,LOC-025,2024-04-12 15:24:02,2024-04-12 16:36:02,21.16,72,58000.0,1.0,Completed,Credit Card,Success
TRP-005965,DRV-00132,USR-000374,LOC-011,LOC-009,2024-02-28 07:47:05,2024-02-28 08:59:05,15.01,72,57000.0,1.2,Completed,Cash,Success
TRP-002911,DRV-00202,USR-001632,LOC-012,LOC-003,2024-12-10 17:48:07,2024-12-10 18:01:07,3.23,13,15000.0,1.0,Completed,GoPay,Success
TRP-001994,DRV-00422,USR-001255,LOC-040,LOC-041,2024-07-02 18:10:57,2024-07-02 18:53:57,11.75,43,1956601.0,1.5,Completed,Cash,Success
TRP-004869,DRV-00078,USR-001143,LOC-025,LOC-014,2024-12-05 18:39:55,2024-12-05 18:54:55,4.29,15,11500.0,1.2,Completed,GoPay,Success
TRP-002093,DRV-00161,USR-000086,LOC-008,LOC-002,2024-09-20 20:25:36,2024-09-20 21:42:36,20.56,77,74500.0,1.2,Completed,GoPay,Success
TRP-000347,DRV-00136,USR-000571,LOC-012,LOC-001,2024-03-17 04:20:09,2024-03-17 05:21:09,12.33,61,62500.0,1.0,Completed,GoPay,Failed
TRP-000133,DRV-00042,USR-001909,LOC-022,LOC-021,2024-02-09 08:07:44,2024-02-09 08:23:44,5.29,16,12500.0,2.5,Completed,GoPay,Success
TRP-005383,DRV-00315,USR-001238,LOC-025,LOC-027,2024-05-07 14:35:58,2024-05-07 15:20:58,13.27,45,72000.0,1.0,Completed,Cash,Success
TRP-001067,DRV-00333,USR-000946,LOC-022,LOC-021,2024-05-07 17:24:51,2024-05-07 17:46:51,8.39,22,41000.0,5.0,Completed,GoPay,Pending
TRP-008770,DRV-00206,USR-001410,LOC-027,LOC-026,2024-07-21 10:57:18,2024-07-21 11:20:18,,23,11500.0,1.0,Completed,Cash,Success
TRP-003074,DRV-00331,USR-001027,LOC-005,LOC-011,2024-08-18 22:58:18,2024-08-18 23:23:18,4.51,25,,1.2,Completed,Cash,Success
TRP-005705,DRV-00329,USR-001912,LOC-007,LOC-004,2024-09-13 20:03:33,2024-09-13 21:47:33,18.74,104,56000.0,1.5,Completed,Cash,Success
TRP-009620,DRV-00209,USR-000409,LOC-032,LOC-032,2024-04-24 07:02:20,2024-04-24 08:21:20,16.27,79,53500.0,1.2,Cancelled,GoPay,Success
TRP-005826,DRV-00105,USR-001353,LOC-015,LOC-014,2024-08-19 04:38:13,2024-08-19 04:57:13,3.42,19,16500.0,1.0,Completed,GoPay,Failed
TRP-009120,DRV-00202,USR-000268,LOC-012,LOC-004,2024-04-20 02:32:41,2024-04-20 04:29:41,26.17,117,97500.0,1.2,Completed,GoPay,Success
TRP-006961,DRV-00043,USR-000830,LOC-025,LOC-027,2024-09-07 20:57:14,2024-09-07 22:09:14,21.6,72,83000.0,1.2,Completed,GoPay,Success
TRP-003695,DRV-00243,USR-000433,LOC-038,LOC-038,2024-03-02 16:37:05,2024-03-02 18:15:05,19.51,98,86500.0,1.5,Completed,Cash,Success
TRP-005702,DRV-00367,USR-001588,LOC-011,LOC-009,2024-08-14 09:52:21,2024-08-14 11:14:21,22.64,82,104500.0,1.0,Cancelled,Cash,Success
TRP-000591,DRV-00103,USR-001611,LOC-015,LOC-016,2024-04-11 20:25:27,2024-04-11 21:15:27,11.93,50,0.0,1.2,Completed,GoPay,Success
TRP-008062,DRV-00231,USR-000257,LOC-022,LOC-024,2024-10-21 08:52:35,2024-10-21 09:46:35,9.51,54,21000.0,1.2,Completed,Cash,Success
TRP-003617,DRV-00233,USR-001664,LOC-023,LOC-019,2024-07-15 09:55:36,2024-07-15 11:00:36,16.25,65,67500.0,1.5,Cancelled,GoPay,Success
TRP-004177,DRV-00429,USR-001444,LOC-012,LOC-005,2024-06-30 21:22:57,2024-06-30 21:42:57,7.44,20,0.0,1.0,Completed,GoPay,Success
TRP-000335,DRV-00380,USR-001213,LOC-007,LOC-009,2024-09-19 05:28:48,2024-09-19 06:38:48,15.77,70,44000.0,1.0,Completed,GoPay,Success
TRP-004716,DRV-00280,USR-000192,LOC-024,LOC-023,2024-03-27 19:22:19,2024-03-27 21:11:19,26.53,109,87500.0,1.2,Failed,Credit Card,Success
TRP-003143,DRV-00244,USR-000170,LOC-029,LOC-026,2024-10-25 09:19:31,2024-10-25 09:54:31,8.73,35,33000.0,1.5,Completed,GoPay,Success
TRP-008701,DRV-00488,USR-000453,LOC-012,LOC-005,2024-05-03 15:01:02,2024-05-03 16:13:02,24.14,72,59500.0,1.0,Completed,GoPay,Failed
TRP-008304,DRV-00322,USR-000777,LOC-015,LOC-013,2024-12-06 02:02:44,2024-12-06 02:58:44,16.81,56,64000.0,1.5,Completed,Cash,Success
TRP-008045,DRV-00186,USR-000615,LOC-016,LOC-018,2024-09-26 05:28:24,2024-09-26 05:45:24,5.1,17,12500.0,1.0,Completed,GoPay,Success
TRP-007873,DRV-00161,USR-000661,LOC-011,LOC-012,2024-03-11 17:23:48,2024-03-11 18:46:48,16.73,83,65000.0,1.5,Completed,GoPay,Success
TRP-008235,DRV-00097,USR-000679,LOC-022,LOC-019,2024-05-03 17:20:01,2024-05-03 18:42:01,,82,82000.0,1.0,Completed,GoPay,Success
TRP-007236,DRV-00052,USR-000077,LOC-015,LOC-017,2024-08-21 07:55:38,2024-08-21 09:03:38,23.26,68,121500.0,1.5,Completed,GoPay,Success
TRP-005386,DRV-00045,USR-001121,LOC-003,LOC-003,2024-02-05 23:17:03,2024-02-06 00:16:03,15.11,59,38000.0,1.5,Completed,GoPay,Success
TRP-006703,DRV-00455,USR-000513,LOC-030,LOC-031,2024-04-11 13:22:50,2024-04-11 14:12:50,13.23,50,52000.0,1.0,Completed,GoPay,Success
TRP-000898,DRV-00149,USR-001206,LOC-015,LOC-018,2024-02-13 17:50:30,2024-02-13 18:37:30,9.01,47,45500.0,1.2,Completed,GoPay,Success
TRP-001107,DRV-00216,USR-001736,LOC-035,LOC-038,2024-09-30 08:48:06,2024-09-30 09:54:06,22.73,66,66500.0,2.5,Completed,Credit Card,Success
TRP-006962,DRV-00316,USR-000282,LOC-017,LOC-018,2024-01-27 17:31:09,2024-01-27 18:36:09,19.22,65,53000.0,1.0,Completed,Credit Card,Pending
TRP-008299,DRV-00085,USR-001054,LOC-035,LOC-038,2024-08-22 12:47:20,2024-08-22 12:55:20,1.74,8,9000.0,1.0,Completed,Cash,Success
TRP-005080,DRV-00310,USR-001154,LOC-006,LOC-003,2024-01-03 23:53:18,2024-01-04 01:16:18,21.44,83,76000.0,1.0,Completed,GoPay,Success
TRP-004241,DRV-00398,USR-000888,LOC-029,LOC-027,2024-05-15 07:34:59,2024-05-15 07:46:59,3.29,12,9000.0,1.0,Completed,GoPay,Success
TRP-003990,DRV-00328,USR-001574,LOC-023,LOC-022,2024-01-16 09:36:24,2024-01-16 09:45:24,2.18,9,9000.0,1.0,Completed,GoPay,Success
TRP-002337,DRV-00082,USR-001961,LOC-037,LOC-036,2024-01-09 19:42:05,2024-01-09 21:11:05,22.4,89,50000.0,1.2,Completed,GoPay,Success
TRP-006483,DRV-00237,USR-000921,LOC-022,LOC-024,2024-07-16 07:18:11,2024-07-16 09:04:11,19.14,106,96500.0,1.2,Completed,Cash,Success
TRP-006761,DRV-00481,USR-001364,LOC-020,LOC-019,2024-02-21 02:19:32,2024-02-21 05:07:32,29.62,168,163000.0,1.0,Completed,GoPay,Failed
TRP-000936,DRV-00432,USR-001070,LOC-043,LOC-046,2024-01-04 08:44:10,2024-01-04 09:04:10,3.87,20,13500.0,1.0,Completed,Credit Card,Success
TRP-001604,DRV-00059,USR-000258,LOC-008,LOC-003,2024-07-21 17:16:31,2024-07-21 19:01:31,28.84,105,90500.0,1.5,Cancelled,Cash,Success
TRP-002450,DRV-00089,USR-000044,LOC-006,LOC-006,2024-01-19 09:04:22,2024-01-19 09:59:22,13.39,55,48500.0,1.5,Completed,GoPay,Success
TRP-005161,DRV-00428,USR-000586,LOC-036,LOC-038,2024-03-16 21:39:30,2024-03-16 21:50:30,2.24,11,15000.0,1.0,Completed,GoPay,Success
TRP-003718,DRV-00156,USR-000471,LOC-024,LOC-019,2024-10-22 08:53:04,2024-10-22 10:58:04,23.68,125,59000.0,1.0,Completed,Cash,Success
TRP-003726,DRV-00067,USR-000584,LOC-015,LOC-013,2024-02-27 09:59:07,2024-02-27 11:11:07,24.0,72,131000.0,1.2,Cancelled,GoPay,Success
TRP-004995,DRV-00405,USR-001879,LOC-030,LOC-030,2024-06-10 19:39:39,2024-06-10 20:11:39,7.79,32,25000.0,1.2,Cancelled,Credit Card,Success
TRP-009241,DRV-00118,USR-000247,LOC-027,LOC-028,2024-01-21 18:22:10,2024-01-21 18:54:10,6.62,32,17000.0,1.2,Completed,Credit Card,Success
TRP-001929,DRV-00070,USR-001055,LOC-015,LOC-016,2024-03-11 07:14:29,2024-03-11 07:43:29,7.03,29,22000.0,1.0,Failed,Cash,Success
TRP-004193,DRV-00405,USR-001612,LOC-030,LOC-033,2024-04-27 15:05:51,2024-04-27 16:50:51,22.85,105,64000.0,1.2,Completed,GoPay,Failed
TRP-009784,DRV-00372,USR-000416,LOC-009,LOC-003,2024-01-03 18:32:43,2024-01-03 18:49:43,4.87,17,13500.0,1.5,Completed,GoPay,Success
TRP-005996,DRV-00009,USR-000087,LOC-034,LOC-034,2024-04-18 08:25:42,2024-04-18 09:49:42,25.68,84,133500.0,1.0,Completed,Cash,Success
TRP-007542,DRV-00021,USR-000494,LOC-007,LOC-010,2024-06-30 15:38:48,2024-06-30 17:24:48,27.95,106,93000.0,1.0,Completed,GoPay,Success
TRP-004470,DRV-00121,USR-000027,LOC-012,LOC-008,2024-10-11 12:55:22,2024-10-11 14:19:22,20.73,84,81000.0,1.0,Cancelled,GoPay,Success
TRP-000552,DRV-00339,USR-001019,LOC-005,LOC-007,2024-03-21 18:59:33,2024-03-21 21:26:33,28.99,147,105000.0,1.0,Cancelled,GoPay,Success
TRP-000329,DRV-00010,USR-000745,LOC-010,LOC-001,2024-07-13 19:44:40,2024-07-13 21:20:40,29.42,96,84000.0,1.0,Completed,GoPay,Success
TRP-009708,DRV-00276,USR-001220,LOC-002,LOC-010,2024-03-02 08:59:21,2024-03-02 09:13:21,3.52,14,11500.0,1.5,Completed,Cash,Success
TRP-001050,DRV-00308,USR-000377,LOC-043,LOC-042,2024-09-19 18:51:58,2024-09-19 19:55:58,,64,40500.0,1.2,Completed,GoPay,Success
TRP-002861,DRV-00497,USR-000334,LOC-009,LOC-020,2024-11-01 19:26:17,2024-11-01 20:50:17,16.99,84,70500.0,2.5,Completed,GoPay,Success
TRP-009390,DRV-00166,USR-000386,LOC-011,LOC-040,2024-03-23 07:53:34,2024-03-23 08:55:34,22.33,62,62000.0,1.2,Completed,Credit Card,Success
TRP-007830,DRV-00184,USR-000591,LOC-021,LOC-024,2024-08-30 17:25:19,2024-08-30 18:50:19,15.16,85,64500.0,1.0,Completed,Cash,Success
TRP-007203,DRV-00337,USR-001191,LOC-007,LOC-007,2024-10-24 00:59:00,2024-10-24 02:20:00,23.97,81,110500.0,1.5,Completed,GoPay,Success
TRP-005981,DRV-00197,USR-001800,LOC-018,LOC-014,2024-06-12 07:26:04,2024-06-12 08:11:04,10.2,45,24000.0,1.2,Completed,GoPay,Success
TRP-008968,DRV-00108,USR-001107,LOC-009,LOC-010,2024-10-06 08:09:14,2024-10-06 09:58:14,23.43,109,83500.0,1.2,Completed,Cash,Success
TRP-003763,DRV-00099,USR-001902,LOC-019,LOC-024,2024-04-18 07:43:04,2024-04-18 09:20:04,21.83,97,81500.0,2.5,Completed,GoPay,Success
TRP-006039,DRV-00314,USR-000486,LOC-009,LOC-008,2024-08-08 01:30:38,2024-08-08 02:19:38,9.22,49,26000.0,1.5,Completed,GoPay,Success
TRP-007522,DRV-00361,USR-000361,LOC-002,LOC-008,2024-03-05 17:02:56,2024-03-05 17:31:56,5.85,29,15500.0,1.0,Completed,GoPay,Success
TRP-005718,DRV-00094,USR-001600,LOC-011,LOC-006,2024-07-08 17:04:39,2024-07-08 17:52:39,,48,62500.0,2.0,Completed,Cash,Success
TRP-008256,DRV-00058,USR-001768,LOC-002,LOC-005,2024-06-27 11:17:33,2024-06-27 11:27:33,1.89,10,9000.0,1.5,Completed,GoPay,Success
TRP-000032,DRV-00145,USR-000165,LOC-027,LOC-028,2024-01-05 07:00:31,2024-01-05 07:28:31,7.3,28,26000.0,1.2,Completed,Cash,Success
TRP-005428,DRV-00103,USR-000668,LOC-013,LOC-014,2024-06-02 03:52:35,2024-06-02 04:55:35,18.91,63,86500.0,1.0,Failed,GoPay,Success
TRP-009865,DRV-00490,USR-001061,LOC-018,LOC-015,2024-07-12 07:15:09,2024-07-12 09:01:09,22.17,106,86000.0,1.2,Completed,GoPay,Success
TRP-007041,DRV-00288,USR-000772,LOC-006,LOC-037,2024-11-19 17:17:28,2024-11-19 18:28:28,13.01,71,33500.0,2.0,Completed,Cash,Success
TRP-000401,DRV-00254,USR-000646,LOC-004,LOC-004,2024-06-26 12:46:00,2024-06-26 13:01:00,3.73,15,18500.0,1.0,Completed,Credit Card,Success
TRP-002424,DRV-00185,USR-000326,LOC-006,LOC-028,2024-06-17 00:21:45,2024-06-17 02:04:45,26.84,103,143000.0,1.0,Completed,GoPay,Success
TRP-004563,DRV-00063,USR-000986,LOC-020,LOC-029,2024-09-07 12:46:16,2024-09-07 13:23:16,10.01,37,27500.0,1.0,Completed,Cash,Success
TRP-008812,DRV-00044,USR-000503,LOC-032,LOC-032,2024-04-18 08:29:47,2024-04-18 08:59:47,6.04,30,21500.0,1.2,Completed,GoPay,Success
TRP-000683,DRV-00140,USR-001715,LOC-020,LOC-022,2024-08-11 23:21:20,2024-08-11 23:27:20,1.6,6,15000.0,1.0,Completed,GoPay,Success
TRP-005732,DRV-00316,USR-000108,LOC-013,LOC-016,2024-08-30 13:32:56,2024-08-30 14:42:56,12.92,70,41500.0,1.0,Completed,GoPay,Success
TRP-004786,DRV-00417,USR-000185,LOC-032,LOC-033,2024-12-20 21:42:52,2024-12-20 22:03:52,,21,18000.0,1.0,Completed,Cash,Success
TRP-001950,DRV-00488,USR-000507,LOC-012,LOC-012,2024-10-15 09:04:03,2024-10-15 10:48:03,20.88,104,79000.0,1.2,Completed,Cash,Success
TRP-000366,DRV-00233,USR-000434,LOC-019,LOC-022,2024-03-15 13:36:02,2024-03-15 16:10:02,29.65,154,107500.0,1.2,Completed,Credit Card,Success
TRP-006099,DRV-00409,USR-001803,LOC-021,LOC-019,2024-10-04 08:52:50,2024-10-04 10:45:50,,113,,1.5,Completed,GoPay,Success
TRP-002656,DRV-00169,USR-001147,LOC-022,LOC-019,2024-03-08 09:19:21,2024-03-08 09:41:21,8.66,22,20000.0,1.5,Cancelled,GoPay,Success
TRP-002253,DRV-00052,USR-000755,LOC-018,LOC-018,2024-10-13 14:12:29,2024-10-13 15:10:29,21.68,58,110500.0,1.0,Cancelled,GoPay,Success
TRP-005607,DRV-00145,USR-000560,LOC-029,LOC-029,2024-01-28 09:06:30,2024-01-28 09:20:30,2.43,14,9000.0,1.0,Completed,GoPay,Success
TRP-009924,DRV-00078,USR-001733,LOC-027,LOC-026,2024-04-18 17:46:49,2024-04-18 17:56:49,2.89,10,11000.0,2.0,Completed,GoPay,Success
TRP-003012,DRV-00430,USR-000301,LOC-023,LOC-022,2024-03-01 02:58:57,2024-03-01 03:22:57,5.84,24,21000.0,1.5,Completed,Cash,Success
TRP-005351,DRV-00018,USR-000298,LOC-030,LOC-030,2024-12-10 02:56:16,2024-12-10 03:13:16,6.4,17,32000.0,1.0,Completed,Cash,Success
TRP-002739,DRV-00425,USR-001155,LOC-045,LOC-045,2024-06-06 02:32:00,2024-06-06 04:51:00,24.78,139,56000.0,1.0,Completed,GoPay,Success
TRP-006618,DRV-00321,USR-000597,LOC-023,LOC-021,2024-02-27 17:14:27,2024-02-27 19:06:27,24.97,112,96000.0,1.2,Completed,GoPay,Success
TRP-006762,DRV-00085,USR-000921,LOC-038,LOC-036,2024-01-08 16:23:02,2024-01-08 16:30:02,2.02,7,9000.0,1.0,Completed,GoPay,Success
TRP-008829,DRV-00075,USR-000431,LOC-013,LOC-016,2024-08-27 07:54:00,2024-08-27 08:43:00,9.3,49,20500.0,1.5,Failed,GoPay,Success
TRP-005943,DRV-00163,USR-000661,LOC-041,LOC-040,2024-09-15 19:09:01,2024-09-15 20:01:01,12.87,52,48000.0,1.0,Completed,GoPay,Success
TRP-004926,DRV-00240,USR-000251,LOC-012,LOC-002,2024-04-20 19:11:51,2024-04-20 20:39:51,24.93,88,54000.0,1.5,Completed,Cash,Success
TRP-009576,DRV-00199,USR-001163,LOC-010,LOC-011,2024-11-09 23:41:57,2024-11-09 23:46:57,,5,9000.0,1.0,Completed,GoPay,Success
TRP-001147,DRV-00422,USR-000891,LOC-039,LOC-039,2024-10-10 14:13:37,2024-10-10 15:24:37,15.19,71,72000.0,1.0,Completed,GoPay,Success
TRP-004730,DRV-00499,USR-001907,LOC-007,LOC-011,2024-06-19 08:19:20,2024-06-19 09:22:20,12.24,63,46000.0,1.2,Completed,Credit Card,Pending
TRP-003165,DRV-00277,USR-000514,LOC-021,LOC-022,2024-12-31 07:41:56,2024-12-31 07:48:56,1.67,7,9000.0,2.0,Completed,Cash,Success
TRP-004315,DRV-00260,USR-000455,LOC-011,LOC-006,2024-12-23 15:36:32,2024-12-23 16:56:32,29.35,80,61000.0,1.5,Completed,Cash,Success
TRP-008363,DRV-00333,USR-001488,LOC-021,LOC-020,2024-11-05 18:05:23,2024-11-05 18:48:23,7.71,43,31000.0,1.2,Cancelled,GoPay,Success
TRP-010000,DRV-00370,USR-000799,LOC-023,LOC-021,2024-03-03 10:10:21,2024-03-03 11:43:21,22.14,93,80000.0,1.0,Completed,Cash,Success
TRP-007373,DRV-00053,USR-001193,LOC-019,LOC-023,2024-02-11 22:41:55,2024-02-11 23:17:55,11.22,36,39500.0,1.0,Completed,GoPay,Success
TRP-005198,DRV-00118,USR-000511,LOC-029,LOC-026,2024-06-30 07:43:18,2024-06-30 07:53:18,1.95,10,9000.0,1.2,Completed,GoPay,Success
TRP-007410,DRV-00499,USR-001208,LOC-006,LOC-012,2024-08-10 18:28:45,2024-08-10 19:49:45,15.23,81,35500.0,2.0,Completed,GoPay,Success
TRP-001514,DRV-00196,USR-001638,LOC-034,LOC-033,2024-03-15 07:40:17,2024-03-15 09:01:17,15.4,81,75500.0,1.5,Completed,GoPay,Success
TRP-004212,DRV-00499,USR-001347,LOC-006,LOC-007,2024-09-09 05:26:24,2024-09-09 05:42:24,4.9,16,12500.0,1.2,Completed,Cash,Success
TRP-001596,DRV-00361,USR-001873,LOC-003,LOC-008,2024-01-02 06:48:30,2024-01-02 08:04:30,17.98,76,57500.0,1.0,Completed,Credit Card,Failed
TRP-006327,DRV-00051,USR-001626,LOC-003,LOC-012,2024-12-21 07:43:53,2024-12-21 08:12:53,7.02,29,23000.0,1.2,Completed,Cash,Success
TRP-004895,DRV-00195,USR-001084,LOC-014,LOC-013,2024-04-25 13:32:39,2024-04-25 13:57:39,8.73,25,19500.0,1.0,Completed,Cash,Success
TRP-000800,DRV-00400,USR-001391,LOC-020,LOC-019,2024-07-05 15:34:09,2024-07-05 15:52:09,3.45,18,9000.0,1.0,Completed,GoPay,Pending
TRP-007309,DRV-00391,USR-001990,LOC-014,LOC-016,2024-06-17 04:00:59,2024-06-17 06:01:59,22.38,121,80500.0,1.2,Completed,Cash,Success
TRP-001156,DRV-00261,USR-001520,LOC-011,LOC-005,2024-07-15 07:44:01,2024-07-15 09:31:01,26.82,107,77500.0,1.5,Completed,GoPay,Success
TRP-009883,DRV-00459,USR-001604,LOC-019,LOC-021,2024-10-31 01:52:30,2024-10-31 03:17:30,15.26,85,41000.0,1.5,Cancelled,Cash,Success
TRP-006941,DRV-00490,USR-001554,LOC-013,LOC-013,2024-04-25 18:36:59,2024-04-25 18:56:59,5.64,20,21000.0,2.0,Cancelled,GoPay,Success
TRP-006603,DRV-00286,USR-001609,LOC-010,LOC-012,2024-05-03 17:42:49,2024-05-03 18:04:49,6.31,22,16000.0,1.2,Completed,GoPay,Success
TRP-005225,DRV-00457,USR-000822,LOC-019,LOC-023,2024-08-26 10:55:38,2024-08-26 12:39:38,24.61,104,127500.0,1.0,Completed,Cash,Success
TRP-009207,DRV-00094,USR-001758,LOC-012,LOC-007,2024-12-16 07:24:08,2024-12-16 08:43:08,17.6,79,56500.0,1.0,Cancelled,GoPay,Failed
TRP-003602,DRV-00373,USR-000361,LOC-014,LOC-017,2024-02-20 19:46:34,2024-02-20 21:44:34,22.16,118,77500.0,1.5,Completed,Cash,Success
TRP-007847,DRV-00339,USR-000622,LOC-011,LOC-003,2024-05-05 14:16:33,2024-05-05 15:34:33,22.27,78,57500.0,1.0,Completed,GoPay,Success
TRP-008636,DRV-00142,USR-001743,LOC-037,LOC-035,2024-03-23 01:52:08,2024-03-23 02:44:08,9.3,52,26000.0,1.0,Completed,Cash,Success
TRP-001935,DRV-00468,USR-000264,LOC-031,LOC-034,2024-09-13 22:57:27,2024-09-14 00:14:27,12.91,77,,1.0,Completed,Cash,Success
TRP-006449,DRV-00374,USR-001197,LOC-005,LOC-009,2024-01-21 22:19:55,2024-01-22 00:51:55,27.13,152,110500.0,1.0,Completed,GoPay,Failed
TRP-006592,DRV-00360,USR-001800,LOC-010,LOC-007,2024-12-28 08:45:05,2024-12-28 09:36:05,16.62,51,,1.2,Completed,Credit Card,Success
TRP-007400,DRV-00377,USR-000827,LOC-015,LOC-016,2024-02-07 07:47:48,2024-02-07 08:17:48,7.38,30,29500.0,1.5,Completed,GoPay,Success
TRP-008356,DRV-00073,USR-000506,LOC-028,LOC-027,2024-09-07 22:26:14,2024-09-07 23:43:14,23.64,77,78000.0,1.5,Completed,GoPay,Success
TRP-006023,DRV-00299,USR-001824,LOC-010,LOC-025,2024-11-19 14:36:18,2024-11-19 15:52:18,19.67,76,54500.0,1.0,Cancelled,GoPay,Success
TRP-007147,DRV-00495,USR-001180,LOC-009,LOC-011,2024-05-02 09:15:37,2024-05-02 10:36:37,16.9,81,53500.0,1.0,Cancelled,GoPay,Success
TRP-008799,DRV-00266,USR-001295,LOC-006,LOC-004,2024-12-05 03:26:51,2024-12-05 03:55:51,11.95,29,43500.0,1.2,Completed,GoPay,Success
TRP-005716,DRV-00132,USR-001859,LOC-001,LOC-008,2024-09-19 16:54:42,2024-09-19 17:56:42,19.49,62,,1.0,Completed,Credit Card,Success
TRP-009032,DRV-00200,USR-000665,LOC-010,LOC-009,2024-08-06 22:58:35,2024-08-06 23:44:35,17.98,46,83500.0,1.2,Completed,GoPay,Success
TRP-003367,DRV-00264,USR-001187,LOC-034,LOC-034,2024-03-02 22:32:41,2024-03-03 00:23:41,20.25,111,43000.0,1.0,Completed,GoPay,Success
TRP-007928,DRV-00252,USR-000064,LOC-010,LOC-003,2024-05-06 09:00:53,2024-05-06 09:43:53,7.71,43,25000.0,1.5,Completed,GoPay,Success
TRP-002421,DRV-00120,USR-000117,LOC-019,LOC-005,2024-08-08 03:37:21,2024-08-08 04:12:21,10.77,35,34500.0,1.0,Completed,Cash,Success
TRP-001306,DRV-00290,USR-001203,LOC-020,LOC-026,2024-08-05 06:54:47,2024-08-05 07:41:47,16.06,47,83500.0,1.0,Completed,GoPay,Success
TRP-001711,DRV-00400,USR-001531,LOC-019,LOC-023,2024-10-13 20:50:10,2024-10-13 23:24:10,26.83,154,57000.0,1.0,Completed,Cash,Success
TRP-003569,DRV-00307,USR-000486,LOC-029,LOC-025,2024-09-03 07:46:51,2024-09-03 08:14:51,5.11,28,19000.0,2.0,Completed,Credit Card,Success
TRP-006191,DRV-00235,USR-001036,LOC-036,LOC-038,2024-06-23 19:51:21,2024-06-23 20:02:21,3.77,11,18500.0,1.5,Completed,GoPay,Success
TRP-009201,DRV-00249,USR-000647,LOC-024,LOC-019,2024-09-26 20:59:06,2024-09-26 21:25:06,10.0,26,26000.0,1.5,Completed,GoPay,Success
TRP-000946,DRV-00421,USR-001985,LOC-005,LOC-025,2024-07-19 09:05:51,2024-07-19 11:36:51,26.19,151,113500.0,1.0,Completed,GoPay,Success
TRP-000388,DRV-00034,USR-000651,LOC-038,LOC-036,2024-09-26 09:17:45,2024-09-26 11:01:45,18.63,104,97000.0,1.0,Cancelled,GoPay,Success
TRP-003571,DRV-00048,USR-000141,LOC-033,LOC-034,2024-05-14 20:02:09,2024-05-14 20:23:09,7.24,21,24000.0,1.0,Completed,GoPay,Success
TRP-008635,DRV-00266,USR-001901,LOC-005,LOC-009,2024-12-31 17:23:20,2024-12-31 18:10:20,9.99,47,31000.0,1.2,Completed,GoPay,Success
TRP-000097,DRV-00257,USR-001538,LOC-005,LOC-009,2024-10-22 17:36:30,2024-10-22 18:38:30,21.44,62,63500.0,1.5,Completed,Cash,Failed
TRP-005398,DRV-00073,USR-001860,LOC-025,LOC-028,2024-06-24 14:11:44,2024-06-24 15:38:44,15.85,87,54500.0,1.0,Completed,GoPay,Success
TRP-001308,DRV-00052,USR-000444,LOC-014,LOC-014,2024-07-05 08:07:50,2024-07-05 08:31:50,7.23,24,34000.0,1.2,Cancelled,Cash,Success
TRP-007953,DRV-00495,USR-000914,LOC-010,LOC-009,2024-11-19 20:06:44,2024-11-19 20:24:44,5.73,18,16500.0,1.0,Completed,Cash,Success
TRP-008283,DRV-00488,USR-000906,LOC-001,LOC-010,2024-01-15 07:45:36,2024-01-15 09:33:36,21.33,108,65000.0,1.5,Completed,Cash,Success
TRP-003663,DRV-00156,USR-001599,LOC-022,LOC-023,2024-08-28 01:50:40,2024-08-28 03:19:40,21.46,89,78000.0,1.2,Completed,Cash,Success
TRP-001428,DRV-00192,USR-001207,LOC-045,LOC-043,2024-08-05 17:11:48,2024-08-05 18:08:48,13.31,57,40500.0,1.2,Completed,GoPay,Success
TRP-002721,DRV-00145,USR-001766,LOC-027,LOC-027,2024-01-08 00:42:12,2024-01-08 00:51:12,1.84,9,9000.0,1.0,Completed,GoPay,Success
TRP-003321,DRV-00431,USR-001500,LOC-034,LOC-032,2024-11-03 21:31:27,2024-11-03 22:44:27,14.99,73,76000.0,1.0,Completed,Credit Card,Success
TRP-006141,DRV-00090,USR-001083,LOC-003,LOC-009,2024-05-03 09:26:55,2024-05-03 10:28:55,14.32,62,54000.0,1.2,Completed,Cash,Success
TRP-007774,DRV-00129,USR-000319,LOC-002,LOC-007,2024-11-06 15:25:23,2024-11-06 16:41:23,22.06,76,93000.0,1.2,Completed,GoPay,Success
TRP-006998,DRV-00080,USR-001842,LOC-018,LOC-005,2024-10-19 07:26:49,2024-10-19 08:50:49,23.34,84,124500.0,1.2,Completed,GoPay,Success
TRP-000142,DRV-00412,USR-001967,LOC-022,LOC-024,2024-08-05 16:08:53,2024-08-05 16:58:53,18.03,50,70500.0,1.0,Cancelled,Credit Card,Success
TRP-006720,DRV-00456,USR-000669,LOC-005,LOC-004,2024-08-25 19:01:30,2024-08-25 19:50:30,18.44,49,94000.0,1.0,Completed,Cash,Success
TRP-002532,DRV-00111,USR-000429,LOC-013,LOC-014,2024-10-29 19:15:20,2024-10-29 21:18:20,28.06,123,100000.0,2.0,Cancelled,Cash,Success
TRP-007554,DRV-00124,USR-000848,LOC-012,LOC-002,2024-08-19 22:44:36,2024-08-19 22:57:36,3.16,13,15000.0,1.0,Completed,GoPay,Failed
