raw_trip_id,trip_id,driver_id,user_id,pickup_location_id,dropoff_location_id,pickup_time,dropoff_time,distance_km,duration_minutes,base_fare,surge_multiplier,total_fare,trip_status,payment_method,payment_status
543,TRP-000517,DRV-00381,USR-01642,LOC-0022,LOC-0023,2024-01-25 16:17:25,2024-01-25 18:00:25,29.16,103,39160.08,2.0,78320.16,Failed,Cash,Failed
544,TRP-000518,DRV-00241,USR-01547,LOC-0016,LOC-0015,2024-01-26 16:08:25,2024-01-26 16:50:25,37.08,42,48639.07,1.5,72958.6,Completed,Cash,Success
545,TRP-000519,DRV-00265,USR-00956,LOC-0038,LOC-0054,2024-05-03 00:55:53,2024-05-03 01:32:53,3.48,37,132478.8,1.0,132478.8,Completed,Cash,Success
546,TRP-000520,DRV-00027,USR-00123,LOC-0007,LOC-0048,2024-09-27 13:48:36,2024-09-27 15:06:36,19.74,78,44049.23,1.0,44049.23,Completed,Cash,Success
547,TRP-000520,DRV-00027,USR-00123,LOC-0007,LOC-0048,2024-09-27 13:48:36,2024-09-27 15:06:36,19.74,78,44049.23,1.0,44049.23,Completed,Cash,Success
548,TRP-000521,DRV-00409,USR-01124,LOC-0005,LOC-0037,2024-06-26 03:13:51,2024-06-26 03:35:51,2.77,22,103994.32,1.25,129992.9,Completed,Cash,Success
549,TRP-000522,DRV-00297,USR-01345,LOC-0013,LOC-0017,2024-12-25 00:56:35,2024-12-25 02:49:35,29.14,113,62120.28,1.0,62120.28,Completed,GoPay,Success
550,TRP-000523,DRV-00483,USR-00687,LOC-0045,LOC-0002,2024-09-19 06:04:00,2024-09-19 06:55:00,,51,29334.76,1.0,29334.76,Completed,Cash,Success
551,TRP-000524,DRV-00010,USR-00196,LOC-0056,LOC-0026,2024-06-13 19:50:00,2024-06-13 20:31:00,9.03,41,113626.4,1.0,113626.4,Completed,GoPay,Success
552,TRP-000525,DRV-00072,USR-01342,LOC-0002,LOC-0008,2024-09-14 13:59:00,2024-09-14 15:43:00,24.94,104,16489.99,1.0,16489.99,Completed,Cash,Success
553,TRP-000526,DRV-00060,USR-01632,LOC-0014,LOC-0011,2024-04-04 11:19:09,2024-04-04 13:02:09,24.31,103,56974.91,1.75,99706.09,Completed,Cash,Success
554,TRP-000526,DRV-00060,USR-01632,LOC-0014,LOC-0011,2024-04-04 11:19:09,2024-04-04 13:02:09,24.31,103,56974.91,1.75,99706.09,Completed,Cash,Success
555,TRP-000527,DRV-00136,USR-01196,LOC-0033,LOC-0028,2024-06-15 18:17:11,2024-06-15 18:51:11,11.44,34,114359.24,1.5,171538.86,Completed,Cash,Success
556,TRP-000528,DRV-00327,USR-01281,LOC-0024,LOC-0012,2024-08-29 11:52:47,2024-08-29 13:02:47,33.38,70,59869.59,1.75,104771.78,Completed,Credit Card,Success
557,TRP-000529,DRV-00200,USR-01967,LOC-0011,LOC-0025,2024-11-01 20:21:03,2024-11-01 21:02:03,35.02,41,81525.58,1.25,101906.98,Completed,Cash,Success
558,TRP-000530,DRV-00227,USR-01593,LOC-0018,LOC-0050,2024-06-01 22:32:39,2024-06-01 23:37:39,29.07,65,103369.27,1.0,103369.27,Completed,Credit Card,Success
559,TRP-000531,DRV-00149,USR-00415,LOC-0057,LOC-0046,2024-10-20 04:54:25,2024-10-20 05:53:25,20.26,59,92934.63,1.0,92934.63,Completed,GoPay,Success
560,TRP-000532,DRV-00139,USR-00436,LOC-0043,LOC-0019,2024-06-08 13:09:35,2024-06-08 14:29:35,13.81,80,114871.61,1.0,114871.61,Completed,Cash,Success
561,TRP-000533,DRV-00389,USR-01119,LOC-0051,LOC-0043,2024-01-30 23:13:12,2024-01-31 00:16:12,4.75,63,130462.18,1.25,163077.72,Completed,GoPay,Success
562,TRP-000534,DRV-00067,USR-00778,LOC-0004,LOC-0032,2024-09-25 09:49:46,2024-09-25 10:20:46,31.23,31,118257.34,2.0,236514.68,Completed,Credit Card,Success
563,TRP-000535,DRV-00061,USR-00270,LOC-0008,LOC-0020,2024-06-03 15:47:24,2024-06-03 17:37:24,8.66,110,117549.92,1.5,176324.88,Completed,GoPay,Success
564,TRP-000536,DRV-00385,USR-00831,LOC-0014,LOC-0054,2024-03-15 06:37:30,2024-03-15 08:03:30,5.25,86,29417.25,2.0,58834.5,Cancelled,Credit Card,Success
565,TRP-000537,DRV-00093,USR-01315,LOC-0027,LOC-0046,2024-12-19 19:32:17,2024-12-19 20:31:17,29.03,59,89401.97,1.0,89401.97,Completed,Credit Card,Success
566,TRP-000538,DRV-00087,USR-00717,LOC-0051,LOC-0050,2024-08-09 20:08:56,2024-08-09 20:21:56,5.43,13,118649.89,1.0,118649.89,Completed,Credit Card,Success
567,TRP-000539,DRV-00427,USR-00988,LOC-0043,LOC-0053,2024-03-20 15:50:34,2024-03-20 17:27:34,11.67,97,121239.23,1.0,121239.23,Cancelled,Credit Card,Success
568,TRP-000540,DRV-00129,USR-01862,LOC-0035,LOC-0006,2024-02-10 06:49:44,2024-02-10 07:50:44,,61,49609.61,1.25,62012.01,Completed,Credit Card,Success
569,TRP-000541,DRV-00426,USR-01806,LOC-0027,LOC-0056,2024-06-10 22:39:48,2024-06-10 23:04:48,16.76,25,86200.77,1.0,86200.77,Failed,Credit Card,Success
570,TRP-000542,DRV-00155,USR-01134,LOC-0017,LOC-0010,2024-01-24 06:26:10,2024-01-24 07:02:10,13.45,36,20456.2,1.0,20456.2,Completed,Credit Card,Success
571,TRP-000543,DRV-00051,USR-01752,LOC-0045,LOC-0006,2024-11-03 02:00:15,2024-11-03 03:13:15,5.52,73,,1.5,,CANCELLED,Credit Card,Success
572,TRP-000544,DRV-00336,USR-00181,LOC-0019,LOC-0006,2024-02-16 07:18:51,2024-02-16 07:44:51,33.77,26,74312.72,1.25,92890.9,Completed,Cash,Pending
573,TRP-000545,DRV-00441,USR-00878,LOC-0013,LOC-0040,2024-01-28 20:44:09,2024-01-28 21:24:09,22.61,40,144957.71,1.0,144957.71,Completed,Cash,Success
574,TRP-000546,DRV-00179,USR-00582,LOC-0057,LOC-0004,2024-01-30 13:37:51,2024-01-30 15:17:51,10.26,100,138811.38,1.0,138811.38,Completed,Credit Card,Success
575,TRP-000547,DRV-00090,USR-01552,LOC-0042,LOC-0032,2024-10-14 05:30:45,2024-10-14 06:19:45,35.84,49,10282.32,1.25,12852.9,Completed,Credit Card,Success
576,TRP-000548,DRV-00219,USR-00800,LOC-0039,LOC-0019,2024-07-15 18:37:59,2024-07-15 19:59:59,39.3,82,93703.8,2.5,234259.5,Completed,GoPay,Success
577,TRP-000549,DRV-00399,USR-01034,LOC-0019,LOC-0010,2024-11-26 18:46:17,2024-11-26 19:19:17,18.48,33,111417.54,1.0,111417.54,Completed,GoPay,Success
578,TRP-000550,DRV-00440,USR-01340,LOC-0018,LOC-0008,2024-11-21 18:28:58,2024-11-21 19:06:58,1.2,38,124577.65,1.0,124577.65,failed,Cash,Failed
579,TRP-000551,DRV-00307,USR-00121,LOC-0044,LOC-0018,2024-11-08 07:45:07,2024-11-08 09:32:07,4.91,107,28980.58,1.0,28980.58,Completed,GoPay,Success
580,TRP-000552,DRV-00090,USR-01139,LOC-0010,LOC-0020,2024-01-06 02:45:44,2024-01-06 04:03:44,11.83,78,,1.0,,Completed,Credit Card,Success
581,TRP-000553,DRV-00117,USR-00764,LOC-0057,LOC-0051,2024-02-09 12:39:24,2024-02-09 14:19:24,5.5,100,44478.46,1.25,55598.07,Cancelled,Cash,Success
582,TRP-000554,DRV-00004,USR-01622,LOC-0028,LOC-0019,2024-02-15 16:40:20,2024-02-15 18:11:20,28.31,91,103086.67,2.0,206173.34,Cancelled ,GoPay,Success
583,TRP-000555,DRV-00148,USR-01864,LOC-0056,LOC-0046,2024-05-07 22:29:41,2024-05-07 23:10:41,12.75,41,95857.02,1.75,167749.79,Completed,Credit Card,Success
584,TRP-000556,DRV-00066,USR-01128,LOC-0003,LOC-0013,2024-02-03 00:16:48,2024-02-03 01:48:48,20.89,92,87765.17,1.25,109706.46,Completed,GoPay,Success
585,TRP-000557,DRV-00396,USR-00237,LOC-0043,LOC-0010,2024-02-07 19:20:19,2024-02-07 19:58:19,33.13,38,96879.11,2.0,193758.22,Completed,GoPay,Success
586,TRP-000558,DRV-00191,USR-01214,LOC-0037,LOC-0020,2024-09-28 00:38:43,2024-09-28 02:26:43,1.81,108,116338.47,1.0,116338.47,Cancelled,GoPay,Success
587,TRP-000559,DRV-00279,USR-00879,LOC-0001,LOC-0026,2024-01-26 21:28:48,2024-01-26 23:11:48,2.89,103,56418.32,1.0,56418.32,Completed,Cash,Success
588,TRP-000560,DRV-00036,USR-00613,LOC-0038,LOC-0036,2024-01-23 18:03:47,2024-01-23 18:30:47,14.95,27,98902.56,1.0,98902.56,Completed,Credit Card,Success
589,TRP-000561,DRV-00466,USR-00370,LOC-0021,LOC-0053,2024-12-06 09:00:26,2024-12-06 10:53:26,1.36,113,,1.0,,Completed,Cash,Success
590,TRP-000562,DRV-00176,USR-00506,LOC-0056,LOC-0026,2024-08-21 03:41:30,2024-08-21 04:04:30,13.78,23,57325.12,1.0,57325.12,Cancelled,Credit Card,Failed
591,TRP-000563,DRV-00123,USR-01563,LOC-0014,LOC-0016,2024-09-12 05:09:56,2024-09-12 05:37:56,25.2,28,57311.2,1.25,71639.0,Completed,GoPay,Success
592,TRP-000564,DRV-00072,USR-01240,LOC-0028,LOC-0026,2024-03-12 09:20:09,2024-03-12 10:58:09,25.07,98,,1.0,,Completed,GoPay,Success
593,TRP-000565,DRV-00351,USR-00494,LOC-0038,LOC-0012,2024-12-15 11:10:59,2024-12-15 12:11:59,15.92,61,39388.25,1.75,68929.44,Cancelled,Cash,Success
594,TRP-000566,DRV-00155,USR-01089,LOC-0050,LOC-0054,2024-05-19 03:31:18,2024-05-19 03:41:18,8.21,10,16311.66,1.0,16311.66,Completed,GoPay,Success
595,TRP-000566,DRV-00155,USR-01089,LOC-0050,LOC-0054,2024-05-19 03:31:18,2024-05-19 03:41:18,8.21,10,16311.66,1.0,16311.66,Completed,GoPay,Success
596,TRP-000567,DRV-00331,USR-00045,LOC-0012,LOC-0047,2024-08-13 22:27:49,2024-08-13 23:59:49,14.32,92,23923.0,1.0,23923.0,Cancelled,Cash,Success
597,TRP-000567,DRV-00331,USR-00045,LOC-0012,LOC-0047,2024-08-13 22:27:49,2024-08-13 23:59:49,14.32,92,23923.0,1.0,23923.0,Cancelled,Cash,Success
598,TRP-000568,DRV-00231,USR-01187,LOC-0040,LOC-0053,2024-12-14 22:47:46,2024-12-14 23:15:46,9.85,28,49991.65,1.5,74987.48,Completed,GoPay,Success
599,TRP-000569,DRV-00170,USR-00772,LOC-0019,LOC-0030,2024-10-12 00:36:04,2024-10-12 01:22:04,33.68,46,72151.3,1.5,108226.95,Completed,Cash,Pending
600,TRP-000570,DRV-00497,USR-00862,LOC-0046,LOC-0028,2024-05-12 00:51:20,2024-05-12 01:08:20,14.44,17,102236.68,1.25,127795.85,Completed,GoPay,Success
601,TRP-000571,DRV-00038,USR-01633,LOC-0047,LOC-0040,2024-01-24 06:04:01,2024-01-24 06:33:01,6.15,29,19694.65,1.0,19694.65,Completed,Credit Card,Success
602,TRP-000572,DRV-00351,USR-00996,LOC-0008,LOC-0036,2024-05-18 03:41:50,2024-05-18 05:05:50,7.06,84,131660.66,1.0,131660.66,Completed,Credit Card,Success
603,TRP-000573,DRV-00012,USR-00083,LOC-0002,LOC-0049,2024-04-05 02:05:07,2024-04-05 03:13:07,33.38,68,118207.28,1.0,118207.28,Completed,Credit Card,Failed
604,TRP-000574,DRV-00258,USR-01744,LOC-0025,LOC-0026,2024-08-25 21:53:59,2024-08-25 22:29:59,5.95,36,77024.69,2.5,192561.73,Completed,GoPay,Success
605,TRP-000575,DRV-00471,USR-01073,LOC-0009,LOC-0003,2024-02-06 14:27:04,2024-02-06 14:49:04,31.38,22,103421.85,1.0,103421.85,Completed,Cash,Success
606,TRP-000576,DRV-00413,USR-00296,LOC-0032,LOC-0012,2024-04-18 14:31:32,2024-04-18 15:21:32,37.78,50,40885.03,1.5,61327.54,Completed,Cash,Success
607,TRP-000577,DRV-00219,USR-00328,LOC-0011,LOC-0019,2024-11-12 04:23:23,2024-11-12 06:15:23,23.53,112,109142.09,1.75,190998.66,Completed,Cash,Success
608,TRP-000578,DRV-00440,USR-00225,LOC-0010,LOC-0054,2024-09-18 01:03:29,2024-09-18 01:19:29,34.79,16,117228.19,1.5,175842.29,Cancelled,Credit Card,Success
609,TRP-000579,DRV-00450,USR-00552,LOC-0056,LOC-0009,2024-01-29 07:56:09,2024-01-29 08:22:09,23.45,26,52162.65,1.75,91284.64,Completed,GoPay,Success
610,TRP-000580,DRV-00374,USR-01432,LOC-0001,LOC-0020,2024-12-19 16:24:43,2024-12-19 17:18:43,38.93,54,111225.54,1.0,111225.54,Cancelled,Cash,Success
611,TRP-000581,DRV-00150,USR-00928,LOC-0036,LOC-0045,2024-11-22 13:31:53,2024-11-22 13:59:53,31.19,28,37029.5,1.25,46286.88,Cancelled,Credit Card,Success
612,TRP-000582,DRV-00007,USR-00810,LOC-0013,LOC-0028,2024-09-01 17:19:55,2024-09-01 17:57:55,27.17,38,128818.33,1.5,193227.49,Cancelled,Cash,Success
613,TRP-000582,DRV-00007,USR-00810,LOC-0013,LOC-0028,2024-09-01 17:19:55,2024-09-01 17:57:55,27.17,38,128818.33,1.5,193227.49,Cancelled,Cash,Success
614,TRP-000583,DRV-00455,USR-01475,LOC-0044,LOC-0034,2024-04-23 11:17:44,2024-04-23 12:31:44,36.81,74,27710.03,1.5,41565.04,Completed,Credit Card,Success
615,TRP-000584,DRV-00481,USR-01416,LOC-0035,LOC-0040,2024-06-06 11:16:11,2024-06-06 12:29:11,29.23,73,99339.24,1.25,124174.05,Cancelled ,Cash,Success
616,TRP-000585,DRV-00144,USR-01164,LOC-0046,LOC-0055,2024-01-21 04:39:42,2024-01-21 05:03:42,34.82,24,30379.99,1.25,37974.99,Completed,GoPay,Failed
617,TRP-000586,DRV-00150,USR-00802,LOC-0008,LOC-0032,2024-05-13 23:27:08,2024-05-14 01:17:08,36.09,110,110155.33,1.75,192771.83,Completed,Credit Card,Failed
618,TRP-000587,DRV-00035,USR-00126,LOC-0019,LOC-0004,2024-04-15 14:39:27,2024-04-15 15:19:27,3.49,40,66793.36,1.75,116888.38,Completed,Credit Card,Success
619,TRP-000588,DRV-00181,USR-01036,LOC-0004,LOC-0014,2024-01-17 08:03:12,2024-01-17 09:32:12,25.93,89,24435.3,1.0,24435.3,Cancelled,Cash,Success
620,TRP-000588,DRV-00181,USR-01036,LOC-0004,LOC-0014,2024-01-17 08:03:12,2024-01-17 09:32:12,25.93,89,24435.3,1.0,24435.3,Cancelled,Cash,Success
621,TRP-000589,DRV-00455,USR-00948,LOC-0051,LOC-0043,2024-02-09 21:18:11,2024-02-09 22:19:11,36.0,61,83796.14,1.25,104745.18,Completed,Cash,Success
622,TRP-000590,DRV-00044,USR-01165,LOC-0037,LOC-0031,2024-11-17 00:29:11,2024-11-17 02:25:11,16.03,116,59874.7,1.5,89812.05,Completed,Credit Card,Success
623,TRP-000591,DRV-00192,USR-00389,LOC-0017,LOC-0024,2024-09-06 23:00:31,2024-09-07 00:19:31,3.61,79,58688.85,1.0,58688.85,Completed,Credit Card,Success
624,TRP-000592,DRV-00199,USR-00820,LOC-0043,LOC-0010,2024-02-06 14:36:26,2024-02-06 15:45:26,36.31,69,108055.87,1.0,108055.87,COMPLETED,Credit Card,Success
625,TRP-000592,DRV-00199,USR-00820,LOC-0043,LOC-0010,2024-02-06 14:36:26,2024-02-06 15:45:26,36.31,69,108055.87,1.0,108055.87,COMPLETED,Credit Card,Success
626,TRP-000593,DRV-00404,USR-01056,LOC-0022,LOC-0014,2024-03-02 04:50:52,2024-03-02 06:45:52,19.02,115,77058.58,1.0,77058.58,Completed,Credit Card,Success
627,TRP-000594,DRV-00484,USR-00615,LOC-0028,LOC-0007,2024-04-02 15:28:36,2024-04-02 15:38:36,32.35,-5,75396.2,1.0,75396.2,Cancelled,Credit Card,Failed
628,TRP-000595,DRV-00433,USR-00342,LOC-0031,LOC-0052,2024-07-03 12:24:01,2024-07-03 13:34:01,18.78,70,114565.37,1.5,171848.05,CANCELLED,Credit Card,Success
629,TRP-000596,DRV-00227,USR-01859,LOC-0006,LOC-0011,2024-01-29 10:07:06,2024-01-29 10:23:06,33.26,16,110285.92,1.0,110285.92,Completed,Credit Card,Success
630,TRP-000597,DRV-00241,USR-00193,LOC-0049,LOC-0040,2024-11-19 23:28:53,2024-11-20 01:18:53,28.76,110,69807.05,1.0,69807.05,Completed,Credit Card,Success
631,TRP-000598,DRV-00311,USR-01249,LOC-0047,LOC-0044,2024-05-26 15:44:41,2024-05-26 17:01:41,34.33,77,37267.99,1.5,55901.99,Completed,Credit Card,Success
632,TRP-000599,DRV-00101,USR-01599,LOC-0030,LOC-0041,2024-03-18 18:50:42,2024-03-18 20:28:42,8.11,98,127290.4,1.25,159113.0,Completed,GoPay,Pending
633,TRP-000600,DRV-00172,USR-01010,LOC-0051,LOC-0041,2024-08-15 20:50:56,2024-08-15 21:14:56,4.22,24,142255.78,1.0,142255.78,Completed,GoPay,Success
634,TRP-000601,DRV-00368,USR-00428,LOC-0043,LOC-0017,2024-11-24 01:07:57,2024-11-24 02:16:57,36.48,69,93702.27,1.75,163978.97,Cancelled,GoPay,Success
635,TRP-000602,DRV-00207,USR-00967,LOC-0037,LOC-0006,2024-11-13 18:11:46,2024-11-13 18:53:46,15.99,42,145841.89,1.5,218762.84,Cancelled,Credit Card,Success
636,TRP-000603,DRV-00355,USR-00285,LOC-0053,LOC-0043,2024-06-07 07:44:33,2024-06-07 08:48:33,15.23,64,119015.23,1.0,119015.23,completed,Cash,Success
637,TRP-000604,DRV-00377,USR-01384,LOC-0043,LOC-0010,2024-01-09 01:47:14,2024-01-09 03:06:14,16.25,79,16948.13,1.0,16948.13,Completed,GoPay,Success
638,TRP-000605,DRV-00334,USR-00416,LOC-0047,LOC-0004,2024-12-07 09:52:57,2024-12-07 11:24:57,28.15,92,37740.65,0.5,37740.65,Cancelled,Credit Card,Failed
639,TRP-000605,DRV-00334,USR-00416,LOC-0047,LOC-0004,2024-12-07 09:52:57,2024-12-07 11:24:57,28.15,92,37740.65,0.5,37740.65,Cancelled,Credit Card,Failed
640,TRP-000606,DRV-00027,USR-01078,LOC-0053,LOC-0039,2024-08-16 14:33:44,2024-08-16 15:13:44,3.57,40,72071.42,1.0,72071.42,Completed,Cash,Failed
641,TRP-000607,DRV-00172,USR-01114,LOC-0057,LOC-0039,2024-10-20 14:24:49,2024-10-20 14:57:49,25.37,33,17080.13,1.5,25620.19,Completed,Cash,Success
642,TRP-000608,DRV-00263,USR-01616,LOC-0052,LOC-0006,2024-02-24 11:58:31,2024-02-24 12:25:31,27.3,27,70072.51,3.5,70072.51,Cancelled,Credit Card,Success
643,TRP-000609,DRV-00425,USR-01768,LOC-0006,LOC-0003,2024-05-15 11:31:54,2024-05-15 13:08:54,22.39,97,39692.73,1.5,59539.1,Completed,Credit Card,Success
644,TRP-000610,DRV-00383,USR-00632,LOC-0009,LOC-0044,2024-06-12 23:06:10,2024-06-13 00:33:10,10.08,87,149817.75,1.5,224726.62,Completed,GoPay,Success
645,TRP-000611,DRV-00460,USR-00257,LOC-0043,LOC-0034,2024-07-29 18:15:49,2024-07-29 20:08:49,,113,67283.39,1.0,67283.39,Completed,Credit Card,Success
646,TRP-000612,DRV-00304,USR-00326,LOC-0012,LOC-0029,2024-06-16 20:54:44,2024-06-16 21:59:44,18.31,65,126312.35,1.0,126312.35,Completed,Credit Card,Success
647,TRP-000613,DRV-00347,USR-01827,LOC-0046,LOC-0035,2024-08-24 14:07:11,2024-08-24 14:17:11,19.09,10,91309.22,1.0,91309.22,Completed,Credit Card,Success
648,TRP-000614,DRV-00152,USR-00052,LOC-0036,LOC-0055,2024-03-13 23:55:23,2024-03-14 01:16:23,15.4,81,113887.29,1.0,113887.29,Completed,GoPay,Failed
649,TRP-000615,DRV-00299,USR-00386,LOC-0037,LOC-0005,2024-11-15 14:35:17,2024-11-15 15:02:17,24.02,27,142860.71,1.0,142860.71,Completed,GoPay,Success
650,TRP-000616,DRV-00397,USR-00090,LOC-0001,LOC-0047,2024-08-22 08:44:21,2024-08-22 09:17:21,11.21,33,93211.22,1.25,116514.02,COMPLETED,Cash,Success
651,TRP-000617,DRV-00010,USR-00253,LOC-0007,LOC-0048,2024-12-06 15:59:22,2024-12-06 16:28:22,14.26,29,11846.99,1.25,14808.74,Completed,Credit Card,Success
652,TRP-000618,DRV-00083,USR-00466,LOC-0055,LOC-0013,2024-06-07 11:31:41,2024-06-07 12:58:41,9.22,87,0.0,1.25,0.0,Completed,GoPay,Success
653,TRP-000619,DRV-00364,USR-00868,LOC-0009,LOC-0018,2024-09-29 12:46:29,2024-09-29 14:39:29,,113,60887.21,1.0,60887.21,Completed,Credit Card,Success
654,TRP-000620,DRV-00201,USR-01938,LOC-0043,LOC-0039,2024-05-22 17:08:55,2024-05-22 18:10:55,27.45,62,137164.41,1.0,137164.41,Completed,Credit Card,Failed
655,TRP-000621,DRV-00195,USR-01343,LOC-0028,LOC-0037,2024-07-27 08:09:43,2024-07-27 09:43:43,33.09,94,59551.02,1.75,104214.28,Completed,Credit Card,Failed
656,TRP-000622,DRV-00484,USR-00879,LOC-0041,LOC-0011,2024-11-27 22:09:27,2024-11-27 23:12:27,33.45,63,40216.8,2.5,100542.0,CANCELLED,Credit Card,Success
657,TRP-000623,DRV-00149,USR-00500,LOC-0011,LOC-0051,2024-12-09 05:48:57,2024-12-09 07:21:57,16.93,93,122585.46,1.25,153231.83,Completed,Credit Card,Success
658,TRP-000624,DRV-00391,USR-01483,LOC-0051,LOC-0020,2024-05-03 22:28:54,2024-05-04 00:20:54,3.32,112,149233.66,1.0,149233.66,Completed,Cash,Success
659,TRP-000625,DRV-00101,USR-01162,LOC-0003,LOC-0046,2024-06-30 12:51:42,2024-06-30 13:58:42,9.86,67,113362.57,0.5,226725.14,Cancelled,Credit Card,Success
660,TRP-000626,DRV-00287,USR-00720,LOC-0008,LOC-0024,2024-01-15 22:23:39,2024-01-15 23:59:39,6.17,96,107608.27,1.0,107608.27,Failed,GoPay,Success
661,TRP-000627,DRV-00396,USR-01401,LOC-0044,LOC-0045,2024-09-22 20:26:03,2024-09-22 21:05:03,33.15,39,115083.55,1.25,143854.44,Cancelled,Cash,Success
662,TRP-000628,DRV-00445,USR-00342,LOC-0026,LOC-0023,2024-03-12 17:04:05,2024-03-12 18:12:05,32.87,68,30858.2,1.0,30858.2,Completed,GoPay,Success
663,TRP-000629,DRV-00179,USR-00600,LOC-0022,LOC-0006,2024-04-10 19:07:33,2024-04-10 20:37:33,30.51,90,146751.88,1.5,220127.82,Cancelled,Credit Card,Success
664,TRP-000630,DRV-00351,USR-00451,LOC-0045,LOC-0030,2024-09-28 06:50:33,2024-09-28 07:04:33,37.03,14,68503.06,1.0,68503.06,Completed,GoPay,Success
665,TRP-000631,DRV-00244,USR-00768,LOC-0028,LOC-0048,2024-10-07 08:43:23,2024-10-07 10:30:23,,107,33350.07,1.0,33350.07,Cancelled,GoPay,Success
666,TRP-000631,DRV-00244,USR-00768,LOC-0028,LOC-0048,2024-10-07 08:43:23,2024-10-07 10:30:23,,107,33350.07,1.0,33350.07,Cancelled,GoPay,Success
667,TRP-000632,DRV-00319,USR-01911,LOC-0004,LOC-0029,2024-08-09 18:17:29,2024-08-09 18:56:29,4.27,39,126516.13,1.0,126516.13,Completed,GoPay,Failed
668,TRP-000633,DRV-00370,USR-01261,LOC-0053,LOC-0038,2024-07-28 15:47:37,2024-07-28 16:15:37,36.79,28,27505.98,1.25,34382.47,Completed,Cash,Success
669,TRP-000634,DRV-00285,USR-01087,LOC-0003,LOC-0021,2024-07-13 23:44:30,2024-07-14 00:38:30,34.16,54,22663.21,1.0,22663.21,Completed,GoPay,Success
670,TRP-000635,DRV-00055,USR-00505,LOC-0017,LOC-0009,2024-07-02 01:35:10,2024-07-02 02:31:10,30.92,56,71818.88,1.0,71818.88,Completed,GoPay,Success
671,TRP-000636,DRV-00104,USR-01325,LOC-0020,LOC-0016,2024-06-18 06:41:00,2024-06-18 08:09:00,15.53,88,138149.21,1.0,138149.21,COMPLETED,Credit Card,Failed
672,TRP-000637,DRV-00059,USR-01943,LOC-0044,LOC-0030,2024-08-22 22:36:16,2024-08-22 23:02:16,16.2,26,119516.3,1.0,119516.3,Completed,Cash,Success
673,TRP-000638,DRV-00118,USR-01680,LOC-0040,LOC-0010,2024-03-01 20:50:16,2024-03-01 21:12:16,24.15,22,44465.98,1.25,55582.48,Completed,Cash,Success
674,TRP-000639,DRV-00250,USR-00003,LOC-0029,LOC-0043,2024-04-23 09:48:01,2024-04-23 10:42:01,34.17,54,113667.91,1.75,198918.84,Completed,GoPay,Success
675,TRP-000640,DRV-00267,USR-00500,LOC-0036,LOC-0032,2024-08-03 12:31:24,2024-08-03 13:59:24,2.33,88,39826.57,2.0,79653.14,Completed,GoPay,Success
676,TRP-000640,DRV-00267,USR-00500,LOC-0036,LOC-0032,2024-08-03 12:31:24,2024-08-03 13:59:24,2.33,88,39826.57,2.0,79653.14,Completed,GoPay,Success
677,TRP-000641,DRV-00400,USR-01473,LOC-0051,LOC-0014,2024-04-16 01:52:21,2024-04-16 02:54:21,27.71,62,74293.35,1.0,74293.35,Completed,Credit Card,Success
678,TRP-000642,DRV-00068,USR-00915,LOC-0012,LOC-0005,2024-01-19 19:45:22,2024-01-19 21:31:22,13.23,106,44115.81,1.0,44115.81,Completed,Credit Card,Success
679,TRP-000642,DRV-00068,USR-00915,LOC-0012,LOC-0005,2024-01-19 19:45:22,2024-01-19 21:31:22,13.23,106,44115.81,1.0,44115.81,Completed,Credit Card,Success
680,TRP-000643,DRV-00282,USR-01516,LOC-0013,LOC-0045,2024-10-10 23:18:57,2024-10-10 23:37:57,35.38,19,,1.0,,Completed,Credit Card,Success
681,TRP-000644,DRV-00126,USR-01512,LOC-0025,LOC-0040,2024-01-05 21:43:24,2024-01-05 22:52:24,30.21,69,92951.54,1.0,92951.54,Completed,Cash,Success
682,TRP-000645,DRV-00005,USR-00936,LOC-0008,LOC-0029,2024-04-03 18:25:22,2024-04-03 19:09:22,22.86,44,131990.61,1.0,131990.61,Completed,Credit Card,Success
683,TRP-000646,DRV-00386,USR-00165,LOC-0040,LOC-0017,2024-11-06 03:00:08,2024-11-06 04:32:08,12.85,92,46335.84,1.0,46335.84,Completed,GoPay,Success
684,TRP-000647,DRV-00376,USR-01402,LOC-0052,LOC-0008,2024-09-24 05:32:37,2024-09-24 07:18:37,27.35,106,80066.63,1.5,120099.95,Cancelled,GoPay,Success
685,TRP-000648,DRV-00013,USR-00763,LOC-0024,LOC-0033,2024-03-21 13:47:26,2024-03-21 14:55:26,4.84,68,86225.88,1.75,150895.29,Completed,Cash,Success
686,TRP-000649,DRV-00493,USR-00141,LOC-0020,LOC-0021,2024-11-01 19:38:55,2024-11-01 20:38:55,35.54,60,34627.23,1.0,34627.23,Completed,GoPay,Success
687,TRP-000650,DRV-00192,USR-00381,LOC-0019,LOC-0034,2024-03-29 01:35:44,2024-03-29 01:59:44,,24,148649.0,1.5,222973.5,Completed,Cash,Success
688,TRP-000651,DRV-00475,USR-00045,LOC-0014,LOC-0026,2024-08-02 01:37:00,2024-08-02 02:58:00,31.4,81,42385.72,1.0,42385.72,Completed,Cash,Success
689,TRP-000652,DRV-00383,USR-01950,LOC-0010,LOC-0051,2024-10-01 13:13:20,2024-10-01 14:39:20,5.43,86,100138.87,1.0,100138.87,Completed,Cash,Success
